feature	method	group1	group2	p_values	adj_method	p_adjust	pathway_name	pathway_description	pathway_class	pathway_map
ko05210	edgeR	ANC	BHD	1.46443098926153e-27	none	1.46443098926153e-27	Colorectal cancer	Colorectal cancer (CRC) is the second largest cause of cancer-related deaths in Western countries. CRC arises from the colorectal epithelium as a result of the accumulation of genetic alterations in defined oncogenes and tumour suppressor genes (TSG). Two major mechanisms of genomic instability have been identified in sporadic CRC progression. The first, known as chromosomal instability (CIN), results from a series of genetic changes that involve the activation of oncogenes such as K-ras and inactivation of TSG such as p53, DCC/Smad4, and APC. The second, known as microsatellite instability (MSI), results from inactivation of the DNA mismatch repair genes MLH1 and/or MSH2 by hypermethylation of their promoter, and secondary mutation of genes with coding microsatellites, such as transforming growth factor receptor II (TGF-RII) and BAX. Hereditary syndromes have germline mutations in specific genes (mutation in the tumour suppressor gene APC on chromosome 5q in FAP, mutated DNA mismatch repair genes in HNPCC).	Human Diseases; Cancer: specific types	Colorectal cancer
ko04916	edgeR	ANC	BHD	0.000693669703189842	none	0.000693669703189842	Melanogenesis	Cutaneous melanin pigment plays a critical role in camouflage, mimicry, social communication, and protection against harmful effects of solar radiation. Melanogenesis is under complex regulatory control by multiple agents. The most important positive regulator of melanogenesis is the MC1 receptor with its ligands melanocortic peptides. MC1R activates the cyclic AMP (cAMP) response-element binding protein (CREB). Increased expression of MITF and its activation by phosphorylation (P) stimulate the transcription of tyrosinase (TYR), tyrosinase-related protein 1 (TYRP1), and dopachrome tautomerase (DCT), which produce melanin. Melanin synthesis takes place within specialized intracellular organelles named melanosomes. Melanin-containing melanosomes then move from the perinuclear region to the dendrite tips and are transferred to keratinocytes by a still not well-characterized mechanism.	Organismal Systems; Endocrine system	Melanogenesis
ko00364	edgeR	ANC	BHD	4.470088085582e-09	none	4.470088085582e-09	Fluorobenzoate degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Fluorobenzoate degradation
ko04115	edgeR	ANC	BHD	1.46443098926153e-27	none	1.46443098926153e-27	p53 signaling pathway	p53 activation is induced by a number of stress signals, including DNA damage, oxidative stress and activated oncogenes. The p53 protein is employed as a transcriptional activator of p53-regulated genes. This results in three major outputs; cell cycle arrest, cellular senescence or apoptosis. Other p53-regulated gene functions communicate with adjacent cells, repair the damaged DNA or set up positive and negative feedback loops that enhance or attenuate the functions of the p53 protein and integrate these stress responses with other signal transduction pathways.	Cellular Processes; Cell growth and death	p53 signaling pathway
ko03050	edgeR	ANC	BHD	9.43697507680117e-14	none	9.43697507680117e-14	Proteasome	The proteasome is a protein-destroying apparatus involved in many essential cellular functions, such as regulation of cell cycle, cell differentiation, signal transduction pathways, antigen processing for appropriate immune responses, stress signaling, inflammatory responses, and apoptosis. It is capable of degrading a variety of cellular proteins in a rapid and timely fashion and most substrate proteins are modified by ubiquitin before their degradation by the proteasome. The proteasome is a large protein complex consisting of a proteolytic core called the 20S particle and ancillary factors that regulate its activity in various ways. The most common form is the 26S proteasome containing one 20S core particle and two 19S regulatory particles that enable the proteasome to degrade ubiquitinated proteins by an ATP-dependent mechanism. Another form is the immunoproteasome containing two 11S regulatory particles, PA28 alpha and PA28 beta, which are induced by interferon gamma under the conditions of intensified immune response. Other regulatory particles include PA28 gamma and PA200. Although PA28 gamma also belongs to a family of activators of the 20S proteasome, it is localized within the nucleus and forms a homoheptamer. PA28 gamma has been implicated in the regulation of cell cycle progression and apoptosis. PA200 has been identified as a large nuclear protein that stimulates proteasomal hydrolysis of peptides.	Genetic Information Processing; Folding, sorting and degradation	Proteasome
ko05143	edgeR	ANC	BHD	0.00061991776592825	none	0.00061991776592825	African trypanosomiasis	Trypanosoma brucei, the parasite responsible for African trypanosomiasis (sleeping sickness), are spread by the tsetse fly in sub-Saharan Africa. The parasites are able to pass through the blood-brain barrier and cause neurological damage by inducing cytokines like TNF alpha, IFN gamma, and IL1. These cytokines and other metabolites such as nitric oxide and somnogenic prostaglandin D2 disturb circadian rhythms in patients with African trypanosomiasis.	Human Diseases; Infectious disease: parasitic	African trypanosomiasis
ko05145	edgeR	ANC	BHD	3.10679619564397e-21	none	3.10679619564397e-21	Toxoplasmosis	Toxoplasma gondii is an obligate intracellular parasite that is prevalent worldwide. The tachyzoite form acquired by oral ingestion downmodulates proinflammatory signaling pathways via various mechanisms. During early infection, nuclear translocation of NFkB is temporally blocked and p38 MAPK phosphorylation is prevented, suppressing IL-12 production. Another pathway for IL-12 induction occurs through CCR5 dependent pathway, but parasitic induction of an eicosanoid LXA4 contributes to the downregulation of IL-12. Direct activation of STAT3 by the parasite enhance anti-inflammatory function of IL-10 and TGF beta. T. gondii can cause lifelong chronic infection by establishing an anti-apoptotic environment through induction of bcl-2 or IAPs and by redirecting LDL-mediated cholesterol transport to scavenge nutrients from the host.	Human Diseases; Infectious disease: parasitic	Toxoplasmosis
ko00965	edgeR	ANC	BHD	0.000276477127927016	none	0.000276477127927016	Betalain biosynthesis	Betalains are water-soluble nitrogen-containing pigments that are present in plants belonging to the order Caryophyllales (such as cactus and amaranth families) and in higher fungi. They contain betalamic acid as the chromophore and are classified into two types: betacyanins and betaxanthins. Betacyanins contain a cyclo-DOPA residue and exhibit red/violet coloration, while betaxanthins contain different amino acids or amino side chains and exhibit a yellow/orange coloration. The condensation of betalamic acid with amino acids (including cyclo-DOPA or amines) in plants is a spontaneous reaction, not an enzyme-catalyzed reaction.	Metabolism; Biosynthesis of other secondary metabolites	Betalain biosynthesis
ko05012	edgeR	ANC	BHD	1.4449289468956e-34	none	1.4449289468956e-34	Parkinson disease	Parkinson disease (PD) is a progressive neurodegenerative movement disorder that results primarily from the death of dopaminergic (DA) neurons in the substantia nigra pars compacta (SNc). Both environmental factors and mutations in familial PD-linked genes such as SNCA, Parkin, DJ-1, PINK1 and LRRK2 are associated with PD pathogenesis. These pathogenic mutations and environmental factors are known to cause disease due to oxidative stress, intracellular Ca2+ homeostasis impairment, mitochondrial dysfunctions and altered protein handling compromising key roles of DA neuronal function and survival. The demise of DA neurons located in the SNc leads to a drop in the dopaminergic input to the striatum, which is hypothesized to impede movement by inducing hypo and hyper activity in striatal spiny projection neurons (SPNs) of the direct (dSPNs) and indirect (iSPNs) pathways in the basal ganglia, respectively.	Human Diseases; Neurodegenerative disease	Parkinson disease
ko00980	edgeR	ANC	BHD	0.000848338091461486	none	0.000848338091461486	Metabolism of xenobiotics by cytochrome P450	NA	Metabolism; Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450
ko05150	edgeR	ANC	BHD	2.11248777474551e-06	none	2.11248777474551e-06	Staphylococcus aureus infection	Staphylococcus aureus can cause multiple forms of infections ranging from superficial skin infections to food poisoning and life-threatening infections. The organism has several ways to divert the effectiveness of the immune system: secreting immune modulating proteins that inhibit complement activation and neutrophil chemotaxis or lysis, modulating the sensitivity to cationic antimicrobial peptides (such as defensin) by increasing the positive net charge of its cytoplasmic membrane, and expression of superantigens that prevent development of a normal immune response or cause an emetic response when ingested.	Human Diseases; Infectious disease: bacterial	Staphylococcus aureus infection
ko05131	edgeR	ANC	BHD	3.13579140274567e-09	none	3.13579140274567e-09	Shigellosis	Shigellosis, or bacillary dysentery, is an intestinal infection caused by Shigella, a genus of enterobacteria. Shigella are potential food-borne pathogens that are capable of colonizing the intestinal epithelium by exploiting epithelial-cell functions and circumventing the host innate immune response. During basolateral entry into the host-cell cytoplasm, Shigella deliver a subset of effectors into the host cells through the type III secretion system. The effectors induce membrane ruffling through the stimulation of the Rac1-WAVE-Arp2/3 pathway, enabling bacterial entry into the epithelial cells. During multiplication within the cells, Shigella secrete another subset of effectors. VirG induces actin polymerization at one pole of the bacteria, allowing the bacteria to spread intracellularly and to infect adjacent cells. OspF, OspG and IpaH(9.8) downregulate the production of proinflammatory cytokines such as IL-8, helping bacteria circumvent the innate immune response.	Human Diseases; Infectious disease: bacterial	Shigellosis
ko00830	edgeR	ANC	BHD	0.000611553768600509	none	0.000611553768600509	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	Metabolism; Metabolism of cofactors and vitamins	Retinol metabolism
ko04512	edgeR	ANC	BHD	1.02386720744537e-11	none	1.02386720744537e-11	ECM-receptor interaction	The extracellular matrix (ECM) consists of a complex mixture of structural and functional macromolecules and serves an important role in tissue and organ morphogenesis and in the maintenance of cell and tissue structure and function. Specific interactions between cells and the ECM are mediated by transmembrane molecules, mainly integrins and perhaps also proteoglycans, CD36, or other cell-surface-associated components. These interactions lead to a direct or indirect control of cellular activities such as adhesion, migration, differentiation, proliferation, and apoptosis. In addition, integrins function as mechanoreceptors and provide a force-transmitting physical link between the ECM and the cytoskeleton. Integrins are a family of glycosylated, heterodimeric transmembrane adhesion receptors that consist of noncovalently bound alpha- and beta-subunits.	Environmental Information Processing; Signaling molecules and interaction	ECM-receptor interaction
ko00982	edgeR	ANC	BHD	0.000816926203082104	none	0.000816926203082104	Drug metabolism - cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	Metabolism; Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450
ko05100	edgeR	ANC	BHD	0.000247767342731194	none	0.000247767342731194	Bacterial invasion of epithelial cells	Many pathogenic bacteria can invade phagocytic and non-phagocytic cells and colonize them intracellularly, then become disseminated to other cells. Invasive bacteria induce their own uptake by non-phagocytic host cells (e.g. epithelial cells) using two mechanisms referred to as zipper model and trigger model. Listeria, Staphylococcus, Streptococcus, and Yersinia are examples of bacteria that enter using the zipper model. These bacteria express proteins on their surfaces that interact with cellular receptors, initiating signalling cascades that result in close apposition of the cellular membrane around the entering bacteria. Shigella and Salmonella are the examples of bacteria entering cells using the trigger model. These bacteria use type III secretion systems to inject protein effectors that interact with the actin cytoskeleton.	Human Diseases; Infectious disease: bacterial	Bacterial invasion of epithelial cells
ko00906	edgeR	ANC	BHD	6.25120662055442e-05	none	6.25120662055442e-05	Carotenoid biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	Metabolism; Metabolism of terpenoids and polyketides	Carotenoid biosynthesis
ko04113	edgeR	ANC	BHD	7.52779114279518e-05	none	7.52779114279518e-05	Meiosis - yeast	During meiosis, a single round of DNA replication is followed by two rounds of chromosome segregation, called meiosis I and meiosis II. At meiosis I, one pair of sister chromatids recombines with, then segregates from, its homologous pair, while the sister chromatids segregate from each other at meoisis II. In yeast, the switch to enter growth phase or meiosis phase is controlled by nutritional signals. At the onset of meiosis, nutritional signaling pathways converge on transcriptional regulation of Ime1. Ime1 is a transcriptional activator to promote expression of early meiosis-specific genes required for pre-meiotic DNA replication and meiotic recombination. Two of the early meiosis-specific genes, a transcriptional activator, Ndt80, and a CDK2 homolog, Ime2, are required for the transcription of middle meiosis-specific genes, which includes B-type cyclin genes and genes involved in spore wall formation. Polo-like kinase Cdc5, whose expression is activated by Ndt80, is required for the critical step in meiotic progression. Cdc5 regulates sister-kinetochore co-orientation by promoting the localization of Mam1 and Lrs4, components of the co-orientation complex, to kinetochores. Cdc5 also phosphorylates the meiotic cohesin subunit Rec8, which is essential for its cleavage and removal by separase. Moreover, Cdc5 promotes the release of protein phosphatase Cdc14 from the nuclezus, which is required for anaphase I spindle disassembly and exit from meiosis I. The centromeric protein Sgo1 is a key regulator of meiotic chromosome segregation. Sgo1 with PP2A may protect pericentromeric but not arm cohesion of sister chromatids during meiosis I. Sgo1 then disappears at meiosis II to allow sister chromatids to separate.	Cellular Processes; Cell growth and death	Meiosis - yeast
ko04640	edgeR	ANC	BHD	1.02386720744537e-11	none	1.02386720744537e-11	Hematopoietic cell lineage	Blood-cell development progresses from a hematopoietic stem cell (HSC), which can undergo either self-renewal or differentiation into a multilineage committed progenitor cell: a common lymphoid progenitor (CLP) or a common myeloid progenitor (CMP). A CLP gives rise to the lymphoid lineage of white blood cells or leukocytes-the natural killer (NK) cells and the T and B lymphocytes. A CMP gives rise to the myeloid lineage, which comprises the rest of the leukocytes, the erythrocytes (red blood cells), and the megakaryocytes that produce platelets important in blood clotting. Cells undergoing these differentiation process express a stage- and lineage-specific set of surface markers. Therefore cellular stages are identified by the specific expression patterns of these genes.	Organismal Systems; Immune system	Hematopoietic cell lineage
